symbol,name,cname,category,mktcap,market,pe
MWA,Mueller Water Products  Inc.,Mueller Water Products  Inc.,金属构造\/部件,1975592262,NYSE,32.05128323
CHSP,Chesapeake Lodging Trust,Chesapeake Lodging Trust,,1974347217,NYSE,28.92920245
RETA,Reata Pharmaceuticals  Inc.,Reata Pharmaceuticals  Inc.,null,1971875158,NASDAQ,-243.12903925
CZZ,Cosan Ltd.,科桑,食品,1969913459,NYSE,26.12903329
CWT,California Water Service Group,California Water Service Group,,1966063073,NYSE,40.49505140
WSTC,West Corporation,West Corporation,,1966024100,NASDAQ,10.26200890
ZGNX,Zogenix  Inc.,Zogenix  Inc.,制药,1963734003,NASDAQ,-19.98220736
GDV,The Gabelli Dividend & Income Trust,GDV股息收入基金,股权,1963539743,NYSE,9.19691138
NUV,Nuveen Municipal Value Fund  Inc.,纽文市政价值基金,股权,1961174981,NYSE,16.06779655
ALGT,Allegiant Travel Co.,忠诚旅游公司,,1960475149,NASDAQ,9.19000766
PLXS,Plexus Corp.,普雷克萨斯,,1958811290,NASDAQ,22.92802893
CLBK,Columbia Financial  Inc.,Columbia Financial  Inc.,null,1958527013,NASDAQ,null
QCP,Quality Care Properties  Inc.,Quality Care Properties  Inc.,null,1953630867,NYSE,23.83908007
CISN,Cision Ltd.,Cision Ltd.,null,1952617862,NYSE,null
PINC,Premier  Inc. (North Carolina),Premier  Inc. (North Carolina),null,1952446260,NASDAQ,18.15942095
SAIA,Saia  Inc.,Saia  Inc.,运输,1951006674,NASDAQ,40.88235120
ENTA,Enanta Pharmaceuticals  Inc.,Enanta Pharmaceuticals  Inc.,生物技术和制药,1950845418,NASDAQ,-202.58000183
MNK,Mallinckrodt Plc,Mallinckrodt Plc,生物技术和制药,1950167848,NYSE,9.02713240
OEC,Orion Engineered Carbons SA,Orion Engineered Carbons SA,null,1945702974,NYSE,40.99999844
RFTA,Rait Financial Trust,Rait Financial Trust,null,1944673905,NYSE,-189.99999756
IYH,iShares U.S. Healthcare ETF,iShares U.S. Healthcare ETF,股权,1944426050,NYSE,8.90794431
AAON,AAON  Inc.,艾伦建材,建筑材料,1943830268,NASDAQ,37.09999847
GPOR,Gulfport Energy Corp.,格尔夫波特能源,油气,1941727747,NASDAQ,-1.40401504
MINI,Mobile Mini  Inc.,Mobile Mini  Inc.,存储\/仓储 ,1935967582,NASDAQ,40.89622718
TSRO,TESARO  Inc.,TESARO  Inc.,生物技术和制药,1933401651,NASDAQ,-4.33948318
ACAD,ACADIA Pharmaceuticals  Inc.,阿卡迪亚,生物技术和制药,1933144226,NASDAQ,-6.61965826
NAC,Nuveen California Quality Municipal Income Fund,NAC股息基金,债务 ,1932798449,NYSE,6.34285729
FIVN,Five9  Inc.,Five9  Inc.,软件,1927362440,NASDAQ,-145.34782478
GHDX,Genomic Health  Inc.,Genomic Health  Inc.,卫生保健设施,1926476583,NASDAQ,-129.64286301
IOSP,Innospec  Inc.,英诺斯派材料,化学制品,1925394528,NASDAQ,23.69369469
BRC,Brady Corp.,布雷迪,,1924891385,NYSE,20.21739135
FG,FGL Holdings,FGL Holdings,null,1922898957,NYSE,null
PNK,Pinnacle Entertainment  Inc.,Pinnacle Entertainment  Inc.,,1921269613,NYSE,-4.24005121
FOE,Ferro Corp.,费罗,化学制品,1919161974,NYSE,-91.27999878
DRQ,Dril-Quip  Inc.,德久普公司,,1917883354,NYSE,20.68825825
ARNA,Arena Pharmaceuticals  Inc.,阿里那制药公司,生物技术,1917667999,NASDAQ,-432.77776906
CVCO,Cavco Industries  Inc.,卡寇工业,,1917509896,NASDAQ,56.53333333
ENSG,The Ensign Group  Inc.,恩赛因,健康护理服务,1916820857,NASDAQ,38.57291626
INT,World Fuel Services Corp.,全球燃料服务,零售,1916028016,NYSE,15.61326029
XON,Intrexon Corp.,Intrexon Corp.,null,1915327513,NYSE,-9.37974639
GBX,Greenbrier Cos.  Inc.,格林布赖尔,,1913754975,NYSE,13.60411952
EWU,iShares MSCI United Kingdom ETF,英国ETF-iShares MSCI,资产配置,1913382051,NYSE,20.53293521
BIG,Big Lots  Inc.,必乐透公司,,1913254162,NYSE,13.61144564
IPAR,Inter Parfums  Inc.,依特香水,,1912914711,NASDAQ,57.14953133
EGHT,8x8  Inc.,8x8  Inc.,电信,1912655528,NASDAQ,-686.66669473
OTTR,Otter Tail Corp.,奥特泰尔,电力,1910001861,NASDAQ,29.93788841
FLOW,SPX Flow  Inc.,弗洛国际,机械-多元,1907863425,NASDAQ,-4.86132190
UXIN,Uxin Ltd,优信集团,null,1907146174,NASDAQ,null
ISCA,International Speedway Corp.,国际赛道,娱乐,1902861434,NASDAQ,26.20481980
ALX,Alexander's  Inc.,亚历山大公司,房地产信托投资基金,1899707545,NYSE,21.99645150
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,Eaton Vance Tax-Managed Diversified Equity Income Fund,股权,1897938771,NYSE,90.71428397
MTOR,Meritor  Inc.,美驰,,1897810046,NYSE,3.53870987
CNS,Cohen & Steers  Inc. (New York),科恩-斯蒂尔斯金融,,1895503794,NYSE,20.27499962
TR,Tootsie Roll Industries  Inc.,Tootsie Roll Industries  Inc.,,1895439598,NYSE,28.04762105
HNI,HNI Corp.,HNI Corp.,,1892892122,NYSE,23.02127600
SIMO,Silicon Motion Technology Corp.,慧荣科技股份有限公司,半导体,1891624782,NASDAQ,17.56089837
FI,Frank's International NV,Frank's International NV,,1886823541,NYSE,-10.94805262
ABAX,ABAXIS  Inc.,爱贝斯公司,医疗保健产品,1883934000,NASDAQ,55.70469763
NYLD,NRG Yield  Inc.,NRG Yield  Inc.,null,1883677258,NYSE,32.50000159
MLI,Mueller Industries  Inc.,木勒工业,,1883216032,NYSE,18.79310378
NXTM,NxStage Medical  Inc.,NxStage Medical  Inc.,,1882238102,NASDAQ,-404.42856208
NYLD.A,NRG Yield  Inc.,NRG Yield  Inc.,null,1881678616,NYSE,null
BHLB,Berkshire Hills Bancorp  Inc.,Berkshire Hills Bancorp  Inc.,银行,1880388069,NYSE,22.02127746
IYG,iShares US Financial Services ETF,iShares US Financial Services ETF,股权,1879583593,NYSE,15.58094215
CGG,CGG,CGG,null,1877264370,NYSE,-0.09934712
DOOR,Masonite International Corp.,美森特,,1873028708,NYSE,21.21451053
KLIC,Kulicke & Soffa Industries  Inc.,库力索法半导体,半导体,1872385205,NASDAQ,30.14606781
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,Fidelity Nasdaq Composite Index Tracking Stock,股权,1869311688,NASDAQ,8.06386411
CUB,Cubic Corp.,Cubic Corp.,,1869277757,NYSE,457.66665865
NWBI,Northwest Bancshares  Inc. (Pennsylvania),Northwest Bancshares  Inc. (Pennsylvania),银行,1866524348,NASDAQ,36.93877557
MGLN,Magellan Health  Inc.,麦哲伦健康服务,卫生保健设施,1863724537,NASDAQ,23.57142884
NWN,Northwest Natural Gas Co.,西北天然气,天然气 ,1863569750,NYSE,30.54245448
IOO,iShares Global 100 ETF,iShares Global 100 ETF,环球,1863310059,NYSE,4.54028442
KALU,Kaiser Aluminum Corp.,凯撒铝业,,1861752254,NASDAQ,21.94695398
PBYI,Puma Biotechnology  Inc.,Puma Biotechnology  Inc.,生物技术和制药,1856027866,NYSE,-5.92883013
SEAS,SeaWorld Entertainment  Inc.,SeaWorld Entertainment  Inc.,,1854358988,NYSE,-143.13332307
ELY,Callaway Golf Co.,卡罗韦高尔夫,休闲,1852541139,NYSE,9.90909124
IVR,Invesco Mortgage Capital  Inc.,景顺抵押资本,房地产信托投资基金,1852053252,NYSE,8.37878788
DYN,Dynegy  Inc.,戴纳基,,1849648873,NYSE,-1.30981603
EGBN,Eagle Bancorp  Inc. (Maryland),伊格尔合众银行,银行,1849043379,NASDAQ,18.84615507
RMP,Rice Midstream Partners LP,Rice Midstream Partners LP,null,1846571021,NYSE,12.27891081
TIME,Time  Inc.,Time  Inc.,媒体内容,1843018100,NYSE,-37.75510131
FWRD,Forward Air Corp.,福沃运输,运输,1841825882,NASDAQ,70.38888906
FGL,FIDELITY &amp; GTY LIF,FIDELITY &amp; GTY LIF,保险,1834868923,NYSE,11.56133819
TELL,Tellurian  Inc.,Tellurian  Inc.,null,1834221388,NASDAQ,-6.12977106
NEXA,Nexa Resources SA,Nexa Resources SA,null,1833150000,NYSE,null
JPS,Nuveen Preferred Securities Income Fund,Nuveen Preferred Securities Income Fund,股权,1832323773,NYSE,15.77192962
TUP,Tupperware Brands Corp.,特百惠,,1831319362,NYSE,8.30158773
SLTB,Scorpio Bulkers  Inc.,Scorpio Bulkers  Inc.,null,1830183418,NYSE,-23.82112012
KAMN,Kaman Corp.,Kaman Corp.,航空航天\/国防,1829840716,NYSE,31.23809593
FBP,First BanCorp (Puerto Rico),第一万能金控,银行,1828701497,NYSE,19.58139520
GMLPP,Golar LNG Partners LP,Golar LNG Partners LP,null,1828013168,NASDAQ,null
PBH,Prestige Brands Holdings  Inc.,普雷斯蒂奇,家庭产品\/用品 ,1826800847,NYSE,25.51110964
MHLA,Maiden Holdings Ltd.,Maiden Holdings Ltd.,null,1824227599,NYSE,null
GES,Guess?  Inc.,Guess?  Inc.,零售,1823960455,NYSE,83.44444367
RXDX,Ignyta  Inc.,Ignyta  Inc.,生物技术和制药,1821523602,NASDAQ,-10.01858743
BEAT,BioTelemetry  Inc.,BioTelemetry  Inc.,医疗保健产品,1820600373,NASDAQ,31.80000087
DNOW,NOW  Inc.,NOW  Inc.,,1820015361,NYSE,-7.72018321
CFFN,Capitol Federal Financial  Inc.,Capitol Federal Financial  Inc.,储蓄及贷款 ,1818076013,NASDAQ,21.20967664
SIR,Select Income REIT,Select Income REIT,房地产信托投资基金,1815156473,NYSE,15.60000110
WSFS,WSFS Financial Corp.,WSFS Financial Corp.,银行,1815054000,NASDAQ,27.79126291
DIOD,Diodes  Inc.,Diodes  Inc.,半导体,1813308661,NASDAQ,114.31250828
AVAV,AeroVironment  Inc.,AeroVironment公司,,1812760356,NASDAQ,-137.85454191
DNR,Denbury Resources  Inc.,邓伯瑞资源,油气,1809630333,NYSE,-1.72413800
PEGI,Pattern Energy Group  Inc.,Pattern Energy Group  Inc.,,1806942327,NASDAQ,-83.72727353
GOVNI,Government Properties Income Trust,Government Properties Income Trust,null,1801238506,NASDAQ,null
AAT,American Assets Trust  Inc.,American Assets Trust  Inc.,,1800171549,NYSE,52.94444086
FDP,Fresh Del Monte Produce  Inc.,戴尔蒙特新鲜制造,,1799468605,NYSE,8.51963049
BITA,Bitauto Holdings Ltd.,易车网,媒体内容,1797404493,NYSE,-22.06249909
HMN,Horace Mann Educators Corp.,霍勒斯曼恩,保险,1795006705,NYSE,21.73267423
NSM,Nationstar Mortgage Holdings  Inc.,Nationstar Mortgage Holdings  Inc.,多元化金融服务,1793986155,NYSE,96.15789835
AXL,American Axle & Manufacturing Holdings  Inc.,美国车桥,汽车制造,1790551077,NYSE,5.23856241
NAVG,The Navigators Group  Inc.,领航者,保险,1788542023,NASDAQ,21.89090937
SWFT,Swift Transportation Company,美国转运交通公司,运输,1787194252,NYSE,26.80909012
VRNS,Varonis Systems  Inc.,Varonis Systems  Inc.,null,1783760709,NASDAQ,-91.11939958
NVRO,Nevro Corp.,Nevro Corp.,null,1783151362,NYSE,-53.16964195
FANH,Fanhua  Inc.,Fanhua  Inc.,null,1782561976,NASDAQ,72.15789584
CIG,Companhia Energ茅tica de Minas Gerais SA,Companhia Energ茅tica de Minas Gerais SA,电力,1775534454,NYSE,8.83333305
MRTX,Mirati Therapeutics  Inc.,Mirati Therapeutics  Inc.,生物技术和制药,1772027144,NASDAQ,-14.53571476
PRAA,PRA Group  Inc.,PRA Group  Inc.,多元化金融服务,1767988715,NASDAQ,21.33879690
NBTB,NBT Bancorp  Inc.,NBT Bancorp  Inc.,银行,1764253197,NASDAQ,22.47222324
BDJ,BlackRock Enhanced Equity Dividend Trust,BlackRock Enhanced Equity Dividend Trust,股权,1755393056,NYSE,8.66666600
HUBG,Hub Group  Inc.,枢纽,运输,1754940770,NASDAQ,23.20454460
EVTC,EVERTEC  Inc.,EVERTEC  Inc.,,1752483054,NYSE,23.86138674
NSIT,Insight Enterprises  Inc.,Insight Enterprises  Inc.,,1752250278,NASDAQ,21.06896658
PCRX,Pacira Pharmaceuticals  Inc.,Pacira Pharmaceuticals  Inc.,制药,1750961634,NASDAQ,-42.15686353
PPBI,Pacific Premier Bancorp  Inc.,太平洋第一合众银行,银行,1748591925,NASDAQ,25.68493084
MTH,Meritage Homes Corp.,Meritage Homes Corp.,房屋建筑商,1745894037,NYSE,12.09859193
RUSHB,Rush Enterprises  Inc.,Rush Enterprises  Inc.,零售,1745186585,NASDAQ,44.65999985
BSFT,BroadSoft  Inc.,BroadSoft  Inc.,软件,1744502448,NASDAQ,1830.00009177
RUSHA,Rush Enterprises  Inc.,Rush Enterprises  Inc.,,1741669633,NASDAQ,44.56999969
ARCH,Arch Coal  Inc.,Arch Coal  Inc.,null,1740562948,NYSE,1.54765230
CRTO,Criteo SA,Criteo SA,媒体内容,1740344211,NASDAQ,21.01600037
SOXX,iShares PHLX Semiconductor ETF,iShares半导体板块指数ETF,股权,1739565028,NASDAQ,10.88132619
CEPU,Central Puerto SA,Central Puerto SA,null,1738097485,NYSE,null
SRG,Seritage Growth Properties,Seritage Growth Properties,null,1737048591,NYSE,-29.76829276
RZA,Reinsurance Group of America  Inc.,Reinsurance Group of America  Inc.,null,1736766887,NYSE,2.49582951
SBH,Sally Beauty Holdings  Inc.,莎莉美容控股公司,,1735558178,NYSE,8.76397486
APAM,Artisan Partners Asset Management  Inc.,Artisan Partners Asset Management  Inc.,null,1735543964,NYSE,20.66878960
RDC,Rowan Cos. Plc,罗文公司,油气,1733453981,NYSE,5.35686279
MSGN,MSG Networks  Inc.,MSG Networks  Inc.,null,1731555000,NYSE,9.82906019
HF,HFF  Inc.,HF抵押,,1728404079,NYSE,22.20602935
ATU,Actuant Corp.,实用动力集团,汽车制造,1726824234,NYSE,34.69512318
NBLX,Noble Midstream Partners LP,Noble Midstream Partners LP,null,1726328715,NYSE,60.30000211
EVT,Eaton Vance Tax-Advantaged Dividend Income Fund,Eaton Vance Tax-Advantaged Dividend Income Fund,股权,1724754229,NYSE,11.11737044
FIG,Fortress Investment Group LLC,Fortress投资,,1722329166,NYSE,20.65789475
CLI,Mack-Cali Realty Corp.,麦克凯利房地产,,1721602944,NYSE,14.69230852
BLMN,Bloomin' Brands  Inc.,Bloomin' Brands  Inc.,零售,1719328235,NASDAQ,50.27027065
ALLK,Allakos Inc.,Allakos Inc.,null,1718060965,NASDAQ,null
MDC,M.D.C. Holdings  Inc.,M.D.C. Holdings  Inc.,,1717347162,NYSE,15.21500015
PFS,Provident Financial Services  Inc.,Provident Financial Services  Inc.,储蓄及贷款 ,1716267973,NYSE,18.62318902
FCF,First Commonwealth Financial Corp. (Pennsylvania),第一联邦金融,银行,1716234134,NYSE,25.52238799
ALEX,Alexander & Baldwin  Inc.,亚历山大与鲍德温公司,,1716077742,NYSE,-132.49999685
PRGS,Progress Software Corp.,Progress Software Corp.,软件,1710475369,NASDAQ,-30.81147481
MMYT,MakeMyTrip Ltd.,MakeMyTrip Ltd.,媒体内容,1704011754,NASDAQ,-17.12500000
PRK,Park National Corp.,Park National Corp.,银行,1702632236,NYSE,19.97137681
UVV,Universal Corp.,环球烟草,农业,1701521981,NYSE,16.28878259
AHGP,Alliance Holdings GP LP,阿莱恩斯控股,煤炭,1698313360,NASDAQ,9.12218707
MATW,Matthews International Corp.,马修国际加工,商业服务,1697953673,NASDAQ,24.26605500
BCOR,Blucora  Inc.,Blucora  Inc.,互联网,1697874750,NASDAQ,-22.77069988
CSTM,Constellium NV,Constellium NV,,1694833901,NYSE,-315.00001658
CAAP,Corporacion America Airports SA,Corporacion America Airports SA,null,1693032748,NYSE,null
OMAM,OM Asset Management Plc,OM Asset Management Plc,null,1689482442,NYSE,14.61904865
BCC,Boise Cascade Co.,Boise Cascade Co.,null,1689031880,NYSE,44.33673461
CLS,Celestica  Inc.,天弘科技,电子,1688310500,NYSE,12.36842121
SPNC,The Spectranetics Corporation,The Spectranetics Corporation,医疗保健产品,1682802733,NASDAQ,-28.48148154
CBI,Chicago Bridge & Iron Co. NV,西比埃公司,工程建设,1680761657,NYSE,-5.37377038
UNFI,United Natural Foods  Inc.,United Natural Foods  Inc.,,1678172093,NASDAQ,13.15019796
WD,Walker & Dunlop  Inc.,Walker & Dunlop  Inc.,银行,1676920209,NYSE,15.11780791
FBT,First Trust NYSE Arca Biotechnology Index Fund,First Trust NYSE Arca Biotechnology Index Fund,股权,1672528007,NYSE,null
LHCG,LHC Group  Inc.,LHC Group  Inc.,卫生保健设施,1671701081,NASDAQ,45.20773181
THRM,Gentherm  Inc.,Gentherm  Inc.,汽车制造,1670804624,NASDAQ,21.96172412
ADC,Agree Realty Corp.,美国同意房地产公司,,1670520389,NYSE,27.32487363
TNDM,Tandem Diabetes Care  Inc.,Tandem Diabetes Care  Inc.,null,1669508508,NASDAQ,-11.49816819
SSTK,Shutterstock  Inc.,Shutterstock  Inc.,互联网,1668608539,NYSE,52.46153879
LTC,LTC Properties  Inc.,LTC房产,房地产信托投资基金,1666795794,NYSE,19.03167450
BNCN,BNC Bancorp,BNC银行,银行,1666760347,NASDAQ,25.28777114
AKO.A,Embotelladora Andina SA,Embotelladora Andina SA,饮料,1664874065,NYSE,null
CJ,C&J Energy Services  Inc.,C&J Energy Services  Inc.,null,1662931252,NYSE,-3.04511268
RZB,Reinsurance Group of America  Inc.,Reinsurance Group of America  Inc.,null,1661989486,NYSE,null
FOCS,Focus Financial Partners  Inc.,Focus Financial Partners  Inc.,null,1657769314,NASDAQ,null
IBP,Installed Building Products  Inc.,Installed Building Products  Inc.,null,1654726868,NYSE,42.68292617
SHEN,Shenandoah Telecommunications Co. (Virginia),Shenandoah Telecommunications Co. (Virginia),电信,1654602676,NASDAQ,-1670.00011362
AAWW,Atlas Air Worldwide Holdings  Inc.,阿特拉斯航空全球控股公司,运输,1652497872,NASDAQ,38.94578483
BKD,Brookdale Senior Living  Inc.,布鲁克代尔高级护理,卫生保健设施,1649218454,NYSE,-3.90366971
RUBY,Rubius Therapeutics  Inc.,Rubius Therapeutics  Inc.,null,1649161850,NASDAQ,null
CVGW,Calavo Growers  Inc.,卡拉沃养殖,,1646964000,NASDAQ,44.43128183
LC,LendingClub Corp.,LendingClub Corp.,null,1644861938,NYSE,-10.31578980
CBF,Capital Bank Financial Corp,Capital Bank Financial Corp,银行,1643530500,NASDAQ,32.61718823
IMPV,Imperva  Inc.,Imperva  Inc.,软件,1641179374,NYSE,-21.67431126
ANF,Abercrombie & Fitch Co.,爱芬奇公司,零售,1640469076,NYSE,403.16668458
SNHY,Sun Hydraulics Corp.,Sun Hydraulics Corp.,,1640344493,NASDAQ,59.68965520
WABC,Westamerica Bancorporation,Westamerica Bancorporation,银行,1639979484,NASDAQ,26.87336329
BOFIL,BofI Holding  Inc.,BofI Holding  Inc.,null,1635879249,NASDAQ,null
VHI,Valhi  Inc.,瓦利化工,化学制品,1634804032,NYSE,-96.40000200
LADR,Ladder Capital Corp.,Ladder Capital Corp.,,1630664216,NYSE,15.70754766
SIM,Grupo SIMEC SAB de CV,Grupo SIMEC SAB de CV,,1629024405,NYSE,8.38983056
BOKFL,BOK Financial Corp.,BOK Financial Corp.,null,1628868335,NASDAQ,null
SYNA,Synaptics  Inc.,Synaptics  Inc.,计算机硬件,1628004747,NASDAQ,43.17431186
AIR,AAR Corp.,AAR公司,,1625038267,NYSE,34.16788410
TAC,TransAlta Corp.,TransAlta Corp.,电力,1624375027,NYSE,18.22580662
SCS,Steelcase  Inc.,Steelcase  Inc.,,1622035088,NYSE,13.49514564
ADX,Adams Diversified Equity Fund  Inc.,亚当斯快递,股权,1621966924,NYSE,13.52542436
FCPT,Four Corners Property Trust  Inc.,Four Corners Property Trust  Inc.,null,1621715664,NYSE,9.79847884
CCO,Clear Channel Outdoor Holdings  Inc.,Clear Channel Outdoor Holdings  Inc.,广告,1619958195,NYSE,11.41025634
WDR,Waddell & Reed Financial Inc,Waddell & Reed Financial Inc,多元化金融服务,1617648067,NYSE,11.30337144
SBLKZ,Star Bulk Carriers Corp.,Star Bulk Carriers Corp.,null,1614457211,NASDAQ,null
PS,Pluralsight  Inc.,Pluralsight  Inc.,null,1614334632,NASDAQ,null
HTLD,Heartland Express  Inc.,哈特兰快递,运输,1611802689,NASDAQ,28.85294211
STAA,STAAR Surgical Co.,STAAR Surgical Co.,医疗保健产品,1611690000,NASDAQ,-129.16666153
KN,Knowles Corp.,Knowles Corp.,null,1609167713,NYSE,-37.20833544
GAB,Gabelli Equity Trust  Inc.,加贝利资产信托有限,股权,1608474589,NYSE,8.50666682
AYR,Aircastle Ltd.,爱卡索有限公司,,1604555696,NYSE,10.64062540
WMS,Advanced Drainage Systems  Inc.,Advanced Drainage Systems  Inc.,休闲,1603918378,NYSE,46.55737533
IGM,iShares North American Tech ETF,iShares North American Tech ETF,股权,1603280029,NYSE,17.64172621
ESE,ESCO Technologies  Inc.,ESCO科技,电子,1601089468,NYSE,33.66847806
PTCT,PTC Therapeutics  Inc.,PTC Therapeutics  Inc.,null,1598791450,NASDAQ,-9.17026402
FRAC,Keane Group  Inc.,Keane Group  Inc.,,1583762801,NYSE,-6.59345746
EVH,Evolent Health  Inc.,Evolent Health  Inc.,null,1581924515,NYSE,-5.78873226
VRTU,Virtusa Corp.,Virtusa Corp.,,1580057611,NASDAQ,116.08695773
UVE,Universal Insurance Holdings  Inc.,Universal Insurance Holdings  Inc.,保险,1579701573,NYSE,16.23655909
SPXC,SPX Corp.,SPX Corp.,null,1578355978,NYSE,-18.19306948
STBA,S&T Bancorp  Inc.,S&T Bancorp  Inc.,银行,1574047095,NASDAQ,21.93170738
RFT,RAIT Financial Trust,RAIT Financial Trust,null,1573417992,NYSE,-153.72727217
OXM,Oxford Industries  Inc.,牛津工业,,1570186886,NYSE,29.43174485
VCO,Vi帽a Concha y Toro SA,智利干露酒庄,饮料,1569459581,NYSE,21.65979341
HRI,Herc Holdings  Inc.,Herc Holdings  Inc.,null,1569383952,NYSE,-78.94285609
GKOS,Glaukos Corp.,Glaukos Corp.,null,1567563212,NYSE,375.08332773
MSTR,MicroStrategy  Inc.,MicroStrategy  Inc.,软件,1565818885,NASDAQ,17.30671804
DPLO,Diplomat Pharmacy  Inc.,Diplomat Pharmacy  Inc.,null,1563888080,NYSE,50.26190778
IPCC,Infinity Property & Casualty Corp.,Infinity Property & Casualty Corp.,保险,1562508494,NASDAQ,36.80412341
NGL,NGL Energy Partners LP,NGL Energy Partners LP,,1560924563,NYSE,-11.89814803
GOV,Government Properties Income Trust,GOV基金,房地产信托投资基金,1556581254,NYSE,19.38271576
TNH,Terra Nitrogen Co. LP,特拉制氮化学,化学制品,1553394319,NYSE,11.06192324
CORT,Corcept Therapeutics  Inc.,Corcept医疗,制药,1552215656,NASDAQ,192.42857442
BUSE,First Busey Corp.,First Busey Corp.,银行,1545223695,NASDAQ,22.62857203
BOBE,Bob Evans Farms  Inc.,鲍勃·埃文斯农场,零售,1544042842,NASDAQ,84.62637353
AFIN,AMERICAN FIN TR IN,AMERICAN FIN TR IN,null,1543398570,NASDAQ,null
SFL,Ship Finance International Ltd.,Ship Finance International Ltd.,,1543375307,NYSE,9.49044530
ECOL,US Ecology  Inc.,US Ecology  Inc.,,1542283017,NASDAQ,44.80891473
MATX,Matson  Inc.,Matson  Inc.,,1541528508,NYSE,19.53513455
KRA,Kraton Corp.,科腾制药,化学制品,1540093776,NYSE,14.08163216
TBPH,Theravance Biopharma  Inc.,Theravance Biopharma  Inc.,null,1539823821,NASDAQ,-6.59624387
NEW,Puxin Ltd,Puxin Ltd,null,1539631867,NYSE,null
DM,Dominion Energy Midstream Partners LP,多兰传媒,,1538961370,NYSE,12.31999969
PBI,Pitney Bowes  Inc.,必能宝公司,计算机硬件,1538321593,NYSE,16.77551042
FTAI,Fortress Transportation & Infrastructure Investors LLC,Fortress Transportation & Infrastructure Investors LLC,null,1534727037,NYSE,-68.66666733
NVGN,Novogen Limited,Novogen Limited,制药,1532022997,NASDAQ,-5.76363638
ILF,iShares Latin America 40 ETF,拉美国家40 ETF-iShares S&P,股权,1530320065,NYSE,-9.66172180
MMI,Marcus & Millichap  Inc.,摩托罗拉移动控股公司,电信,1530036551,NYSE,23.89156665
GHG,Greentree Hospitality Group Ltd.,格林酒店集团,null,1523283135,NYSE,null
BGC,General Cable Corp.,通用电缆,,1521897000,NYSE,-15.87301599
BMI,Badger Meter  Inc.,Badger Meter  Inc.,,1519729003,NYSE,47.02702711
DDD,3D Systems Corp.,3D系统公司,计算机硬件,1519095007,NYSE,-37.79999934
LMNX,Luminex Corp.,路明克斯,医疗保健产品,1517434123,NASDAQ,108.59375243
TYG,Tortoise Energy Infrastructure Corp.,陆龟能源基建基金,股权,1513699208,NYSE,13.25345586
SPSC,SPS Commerce  Inc.,SPS Commerce  Inc.,软件,1513324480,NASDAQ,267.24242102
SYX,Systemax  Inc.,Systemax  Inc.,零售,1508480408,NYSE,-46.11363869
TTEC,TTEC Holdings  Inc.,TTEC Holdings  Inc.,商业服务,1498924784,NASDAQ,45.91549220
CPLG,CorePoint Lodging  Inc.,CorePoint Lodging  Inc.,null,1496748192,NYSE,null
NP,Neenah  Inc.,尼拿纸业,,1496415672,NYSE,20.97877400
GME,GameStop Corp.,游戏驿站,零售,1489777988,NYSE,4.29999985
TY,Tri-Continental Corp.,Tri-Continental Corp.,股权,1489695082,NYSE,8.42105282
SRCE,1st Source Corp.,1st Source Corp.,银行,1489616440,NASDAQ,25.84234153
MSCA,Main Street Capital Corp.,Main Street Capital Corp.,null,1489532451,NYSE,9.65917610
BXMX,Nuveen S&P 500 Buy-Write Income Fund,Nuveen S&P 500 Buy-Write Income Fund,null,1488085338,NYSE,12.94594568
EIG,Employers Holdings  Inc.,Employers控股,保险,1487284755,NYSE,14.01234611
INN,Summit Hotel Properties  Inc.,Summit Hotel Properties  Inc.,房地产信托投资基金,1486509912,NYSE,14.19999981
BRKL,Brookline Bancorp  Inc.,布鲁克赖恩银行,银行,1486125116,NASDAQ,24.86486403
NPO,EnPro Industries  Inc.,EnPro Industries  Inc.,,1485191271,NYSE,-37.70429931
PGEM,Ply Gem Holdings  Inc.,Ply Gem Holdings  Inc.,,1484250364,NYSE,19.68181741
WTFCM,Wintrust Financial Corp.,Wintrust Financial Corp.,null,1483583529,NASDAQ,7.27740411
BMCH,BMC Stock Holdings  Inc.,BMC Stock Holdings  Inc.,null,1480600000,NASDAQ,47.82608609
SGZA,Selective Insurance Group  Inc.,Selective Insurance Group  Inc.,null,1478910827,NYSE,9.38518508
CUDA,Barracuda Networks  Inc.,梭子鱼网络,软件,1478000245,NYSE,144.94737506
OCLR,Oclaro  Inc.,Oclaro  Inc.,半导体,1477431532,NASDAQ,26.30303018
PRTY,Party City Holdco  Inc.,Party City Holdco  Inc.,null,1475455549,NYSE,15.61224479
UTG,Reaves Utility Income Fund,Reaves Utility Income Fund,股权,1474700963,AMEX,6.02385646
USPH,U.S. Physical Therapy  Inc.,U.S. Physical Therapy  Inc.,健康护理服务,1471613434,NYSE,60.18134958
CBLK,Carbon Black  Inc. (Massachusetts),Carbon Black  Inc. (Massachusetts),null,1470694428,NASDAQ,null
FFBCW,First Financial Bancorp (Ohio),第一金融银行股份,银行,1470236968,NASDAQ,null
PVG,Pretium Resources  Inc.,Pretium Resources  Inc.,采矿,1470066491,NYSE,-23.02857302
EFII,Electronics For Imaging  Inc.,电子影像,计算机硬件,1467811725,NASDAQ,34.48420919
